ID,question
318,je prends du bromazepam. combien de temps dure l'effet rebond décrit dans la notice ?
319,ludéal gé + doxy 100 gé & rubozinc = bon ménage ?
320,je prend minidrill et j'ai due oublier un comprimer et je ne l'ai pa repris. je voulais savoir si j'aret le mardi comme d'habitude ou si je prend ts les comprimes ?
321,"souffre de difficultés d'érection. quelqu'un a-t'il déjà utiliser un reméde homéopathique? si oui ,lequel et avec quels résultats?"
322,effexor et l'âge??
323,"enceinte sous traitement de gardenal 50mg, est-ce un problème ?"
324,stresam + lexomil??
325,danger du minolis à long terme?
326,Comment fonctionne le colécalciférol ?
327,Peut on proposer Lercanidipine pendant grossesse ?
328,Trinordiol fait elle grossir ?
329,"je suis passée sous diu cuivre, j'ai maintenant des plaques rouges de boutons sur les deux joues. Que faire?"
330,combien de temps dure les effets indésirables du vaccin ror ?
331,peut-on prendre des doliprane et nurofen en meme temps?
332,Quels sont les principes actifs du Stalevo?
333,enchaînement de plaquettes adépal et reprise??
334,Une patiente traitée par Colpotrophine crème et ovules s'inquiète car l'urologue de son mari a préconisé d'éviter les rapports sexuels pendant qu'elle est traitée par colpotrophine pour éviter d'affecter les troubles prostatiques de son mari
335,1 effexor + 3 seresta + 1 avocardil/jr
336,ma femme utilise belara depuis 4 mois  elle vient de m'anoncer qu'elle a des douleurs dans un sein et qu'elle sens la presence d'un petite corps qui fait mal. pouvez-vous me dire si ca peux venir des pillules belara?
337,"je termine ma plaquette (désobel g20) dimanche soir. je vais avoir les règles quelques jours après, c'est à dire jeudi.. si j'ai des rapport sexuels avec mon ami, est-ce-que pendant cette période de quelques jours, je suis tout de même protégée ?"
338,Existe-t-il des coupe-fils vendus au détail ?
339,Effets secondaires possibles Chibroproscar ?
340,L'atarax a-t-il une forte liaison au protéines plasmatiques ?
341,ixel et libido : quels effets ?
342,REJET
343,"Un retard des règles sous erythrocine, est-ce normal ?"
344,Une femme enceinte peut-elle prendre du sirop stodal ?
345,qui connait remicad ?
346,"mardi et vendredi j'ai carrement oublier de prendre mes pillules minidril et jai fini ma plaquette dimanche soir, je n'ai pas encore mes regles mais depuis hier soir jai bien mal au bas du ventre sa tire et une impression que mes regles vont arrivés mais rien. pensez vous qu'il y ai des risques que je sois enceinte avec ces 2 oublis?"
347,peut t'on prendre des anxiolytiques en même temps que tilia tomentosa?
348,est ce que les vitamines en cachets font grossir ?
349,j'ai acheté aujourd'un pot de spiruline en poudre de la marque flamant vert. je ne sais pas comment l'utilisé
350,A quoi sert le laroxyl
351,Temesta est-il remboursé ?
352,mon médecin me fait changer de pilule. actuellement je suis a minesse enfin j'ai pris le dernier comprimé actif hier il me reste donc les 4 placebo. Puis-je commencer jasminelle aujourd'hui?
353,Est-ce que la  mélatonine est remboursable?
354,vaccin contre hépatite b??
355,le gel kine prestige ? C'est quoi dedans ?
356,est ce que microval entraine un retard de règles?
357,"laroxyl, effets secondaires?"
358,L'hyopkaliémie est-elle un effet indésirable de la fosfomycine ?
359,Peut-on écraser les comprimés de Ropinirole LP pour les dissoudre dans l'eau?
360,deroxat (paroxétine) perimé(e) - risques connus?
361,reaction bizarre a la josacine = allergie ?
362,acide nitrique 9 ch..? Indications ?
363,strepsils et pilule ?
364,Quel est le générique de deroxat ?
365,Amlodipine peut il provoquer dysphonie ?
366,"j'était en semaine d'arret, et j'ai oublié de recommencer une plaquette. je suppose que je vais devoir attendre les prochaines règles pour recommencer une plaquette. ca peut prendre du temps non?"
367,puis je faire un test de grossesse 3 semaines après le rappor?
368,plus un diu comporte de cuivre et plus l'efficacité augmente. mais le cuivre ne peut-il pas aussi etre toxique pour la femme ? n'y a-t-il vraiment aucun risque pour la santé même dans des cas exeptionnels ?
369,"piscine après vaccin, c'est possible ?"
370,je suis sous daily gé. je voudrais savoir s'il faut que je prenne la plaquette suivante à l'envers pour éviter d'avoir mes règles ??
371,Quel est le dosage recommandé d'effexor ?
372,cystine + selenium ??
373,"je prends du zoloft depuis 3 semaines pile. je ne sens pas que cela fait effet, est-ce normal? quant l'antidépresseur commence a faire effet?"
374,prise de poids avec diane 35??
375,mirena remboursée ?
376,Est ce que le cacit 500 ou 1000 existe en comprimés à sucer ?
377,j'ai pris norlevo en fin de matinée tout allait bien jusqu'a ce soir j'ai des palpitations es ce un effet inndésirable?
378,"depuis que ma fille prend clamoxyl, elle est très excitée, ne dort quasiment pas, a une respiration très rapide, est ce normal?"
379,utrogestan et prise de poids??
380,"je me susi fait poser un stérilet en cuivre flexi t voici 5 semaines. a mes premieres règles depuis la pose , qui ont été extremement abondantes, j'ai fait plusieurs malaises et baisses de tension. cela se calme t il avec le temps?"
381,"j'ai fait hier un vaccin (celui gardazil), et ce soir il est possible que je boive de l'alcool... pensez vous que cela soit dangereux?"
382,"je suis enceinte, et que je prends clamoxyl, y a til des risques ?"
383,diane 35 chez un patient avec antécédent d'embolie pulmonaire?
384,Tegretol est il un régulateur de l'humeur ?
385,Morphine possible pendant grossesse ?
386,PAS DE QUESTION SUR UN MEDICAMENT
387,Quel est le risque de tomber enceinte à cause d'un oubli de pilule ?
388,voila depuis environ 2smaines g mal o seins des pertes blanches et des picotemments ds le bas du ventre.pensez vs que ceci pe etre des signes de grossesse? je prends stediril comme pillule!
389,est ce que je prend des risques pour ma santé cardiaque (et ma fertilité deja basse) en  prenant la pilule?
390,effexor + norset ??
391,le stablon serait-il un placebo?
392,"J'ai l'habitude de prendre du Lexomil mais je souhaite réduire les doses, est-ce que je peux couper le comprimé en 2 ou en 4 meme ?"
393,calconel. quelqu'un a-t-il des infos sur ce sujet ?
394,"mon médecin m'a prescrit 40 mg de prozac à la place de 20 mg de paroxetine par jour, mais ne pouvant me passer de paroxetine, je prends 20mg des deux. qn peut me dire les effets de ce mélange ?"
395,au bout de combien de semaines les effets secondaires du seropram disparaissent ?
396,C'est quoi l'effexor ?
397,le cymbalta vous a t il fait perdre du poids ?
398,"bonjour, voici mon souci: j'ai arreté diane le 13 mai, j'ai donc eu mes règles le 17.. je devais donc reprendre le 21. mon medecin m'a fais passer à une pilule microdosée type minesse que j'ai commencé à prendre  le 21 mai. ma question est: sachant que je n'ai èpas pris les comprimés à temps et que je ne les ai pas ingérer: dans combien de temps serais-je protègée? dois-je prendre toute la plaquette de 28 comprimés? merci d'avance."
399,medicament peut on melanger du solupred et l'ibuprofen?
400,Est-ce qu'un stérilet trop grand peut provoquer des effets secondaires ?
401,")Sur les feuillets d'art 115, est ce que les dépassements (par exemple bas de contentions) sont pris en charge ou à la charge du patient ?"
402,"xanax, ixel ,stilnox,les effets des 1er jours partent qd?"
403,optimizette et gros saignements ?
404,jasmine & jasminelle ? Équivalent ?
405,je prends la patch evra depuis plus d'un an environ. j'ai commis une erreur de date en retirant avant la fin de la semaine le 3ieme patch (5 jous trop tôt). les risques sont élevés ou pas?
406,Puis-je me procurer l'alvocardyl sans ordonnance ?
407,Un hoquet peut il être provoqué par Doxycycline ?
408,je prends du tolexine depuis 8 jours et je constate que je n'ai toujours pas ovulé alors que je suis à j15 de mon cycle et que j'ai normalement des cycles de 26 j très réguliers. cet antibio peut-il être à l'origine de ce retard ou est-ce psychologique?
409,remplacé aerius pdt la grossesse?
410,j'ai melodia. est ce que je dois la prendre aussi pendant les règles ?
411,Quand prendre amoxicilline?
412,"j'ai arrêté le prozac depus fin mars 2009, j'ai ensuite des problemes de sommeil, pertes d'energies, maux de tête, prise de poids. Suis je dépendante au prozac?"
413,"je me suis faite poser le stérilet mirena il y a 6 jours, et j'ai des petites pertes de sang ; est ce que ça devrait s'estomper tout seul et au bout de combien de temps ?"
414,"j'ai pris un traitement antibio: noroxine 400 pendant 5 jours, je viens de m'apercevoir que j'étais enceinte, quel risque pour le bébé?"
415,mon médecin m'a prescrit de l'augmentin 500 pour soigner une grippe. je suis enceinte de 6 semaines et je suis inquiète quant aux effets sur le foetus?
416,combien de temps le deroxat fait effet?
417,est ce qu'il est possible de mélanger les injections de cervarix et gardasil ?
418,C'est quoi l'ephedrine ?
419,Comment passer du rivotril au laroxyl ?
420,j'utilise pour ma peau du visage une huile prodigieuse de nuxe contenant  7% d'huile de millepertuis. est-ce que ça pourrait avoir un effet sur l'efficacite de ma pilule?
421,"est-ce que triafermi est bien une mini pillule, ?"
422,j'avais complètement oublié ma pillule or j'ai eu 2 rapports. j'ai tout de suite pris la pillule oubliée. est ce qu'il y a vraiment un risque ?
423,"j'ai eu une anesthésie dentaire, et je me demandais si ma pilule contraceptive varnoline etait tout de meme efficace ?"
424,"je pense commencer folliculinum ,j aimerais que vous m aidiez pour me dire combien?"
425,"surgestone, dangereux ?"
426,je prends du stinox depuis des années et maintenant je m endors tars est ce que c est normal?
427,je voudrai avoir des renseignement sur lithium carbonicum?
428,"notre petit garçon fait ses dents et il semble que les granules de chamomilla soient le plus indiquées. cependant, je ne parviens pas à trouver une dilution et un dosage."
429,je prend la pilule triella depuis 2semaines et j'ai l'impression que ma poitrine a déjà grossi. elle est plus galbé et dure contrairement à avant !! cela va t'il continuer ?? va t'elle encore grossir ou s’arrêter dans ls mois à venir ??
430,cycleane 30 et libido?
431,"je me suis fait posé un stérilet mirena il y a 10 jours et j'ai toujours des saignements depuis. ce n'est pas très abondant mais c'est bien ""rouge"". est-ce normal?"
432,deroxat = libido à zéro..?
433,"bonjour, voilà sa fait maintenant 3mois 1/2 que je prend la pilule, pendant les 3premier mois je prenais trinordiol et j'ai eu mal aux seins au bout de 3semaines de prise alors mon médecin m'a conseillé une autre pilule et maintenant je prend miniphase et j'ai encore mal aux seins mais seulement à certaines périodes. je ne sais pas si c'est la pilule ou autre chose qui est responsable ?? merci de m'éclaircir."
434,Qu'est-ce que la pilule daily gé?
435,mucoviscidose et vaccins ??
436,où acheter tramadol zaldiar ultram ixprim contramal topalgic zamudol supeudol oxycontin methadone morphine oxycodone vicodin oxynorm sans ordonnance en ligne en france internet ?
437,J'ai encore des écoulements après la pose d'un stérilet Cuivre (MonaLisa 5 mini). Pendant encore combien de temps vais-je en avoir ?
438,"je prends diane 35. comment prendre cette pilule? ensuite, j'ai enchaîné 2 plaquettes or, il fallait marquer une pause de 7 jours entre deux plaquettes. du coup, je ne sais pas quoi faire ?"
439,Une pharmacienne souhaite savoir si le Bisoprolol Cristers est bien le générique du Cardensiel car il y a une différence de sels chimiques entre les deux
440,"je prends jasminelle, j'ai commencé un samedi et j'ai fini ma plaquette vendredi dernier; je respecte 7jours et je la reprend samedi 10/02 c'est bien ca?"
441,on m'a prescrit du zincum metallicum dans quel cas est t il utilisé?
442,"j'ai attrapé un mega coup de soleil car je me suis endormie dans mon jardin, je n'ai pas de creme apres solaire ni de biafine.  puis je appliquer de l'homeoplasmine sur mon coup de soleil ?"
443,effexor et troubles de la vision : est-ce permanent?
444,est ce que le fait de prendre valaciclovir pendant la grossesse entraine des conséquence sur le bébé?
445,jasminelle est une nouvelle pilule?
446,"Je suis sous seroplex et xanax, quel analgésique puis-je prendre ?"
447,effexor et libido ??
448,"bonjour tt le monde! voilà j'ai pri duphaston, des comprimés pour faire venir mes règles car à causes du strees des exams j'était déréglé. après le dernier cachet duphaston(10e) j'ai eu mes règles et ensuite j'ai commencé à prendre trinordiol mais jusqu'à ce que la plaquette se termine mes règles ne se sont pas arrêtées!! est-ce normal? par contre quand j'ai commencé la 2e plaquette trinordiol tout est rentré dans l'ordre il n'y a pas de saignement. sinon 1autre question: est ce qu'on risque d'avoir des difficultés à avoir 1enfant si on prend la pilule pendant 1 ou 2 enfant sachant que je n'ai pas encore eu de grossesse??"
